"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"187974"|"Brevianamide L"|"C22H23N3O4"|"393.16885773830006"|"N|"17401"|"N.I"|"InChI=1S/C22H23N3O4/c1-3-14(2)17-18-24-20-22(28,11-7-8-12-29-20)21(27)25(18)16(19(26)23-17)13-15-9-5-4-6-10-15/h4-12,14,16,28H,3,13H2,1-2H3,(H,23,26)/t14?,16-,22-/m0/s1"|"KEGQNQRTFBYGDC-UJPJHGMFSA-N"|"CCC(C)C1=C2N=C3C(C=CC=CO3)(C(=O)N2C(C(=O)N1)CC4=CC=CC=C4)O"
"187975"|"Brevianamide T"|"C21H19N3O2"|"345.1477276099"|"N|"877"|"N.I"|"InChI=1S/C21H19N3O2/c1-4-21(2,3)18-14(13-8-5-6-9-15(13)22-18)12-16-20(26)24-11-7-10-17(24)19(25)23-16/h4-12,22H,1H2,2-3H3,(H,23,25)/b16-12-"|"WXBLMCVYDMVHHI-VBKFSLOCSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4C=CC=C4C(=O)N3"
"187976"|"Brevianamide U"|"C21H23N3O4"|"381.16885773830006"|"N|"15494"|"N.I"|"InChI=1S/C21H23N3O4/c1-4-20(2,3)17-13(12-7-5-6-8-14(12)22-17)11-15-18(26)24-10-9-16(25)21(24,28)19(27)23-15/h4-8,11,16,22,25,28H,1,9-10H2,2-3H3,(H,23,27)/b15-11-"|"LCBNOKFBMBJQFX-PTNGSMBKSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCC(C4(C(=O)N3)O)O"
"187977"|"Brevianamide V"|"C21H23N3O2"|"349.1790277383"|"N|"9886"|"N.I"|"InChI=1S/C21H23N3O2/c1-4-21(2,3)18-14(13-8-5-6-9-15(13)22-18)12-16-20(26)24-11-7-10-17(24)19(25)23-16/h4-6,8-9,12,17,22H,1,7,10-11H2,2-3H3,(H,23,25)/b16-12-/t17-/m0/s1"|"OLIPWSSLWWMAAT-WBILKINKSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCCC4C(=O)N3"
"187978"|"Aspochracin"|"C23H36N4O4"|"432.2736571556"|"N|"N|"Insecticidal activity"|"InChI=1S/C23H36N4O4/c1-7-8-9-10-11-14-19(28)25-18-13-12-15-24-21(29)17(4)26(5)23(31)20(16(2)3)27(6)22(18)30/h7-11,14,16-18,20H,12-13,15H2,1-6H3,(H,24,29)(H,25,28)/b8-7+,10-9+,14-11+/t17-,18-,20-/m0/s1"|"JBIZFCHJQXSVKL-OYWXRWKXSA-N"|"CC=CC=CC=CC(=O)NC1CCCNC(=O)C(N(C(=O)C(N(C1=O)C)C(C)C)C)C"
"187979"|"JBIR-15�"|"C22H34N4O4"|"418.25800709140003"|"N|"15629"|"Antifungal activity"|"InChI=1S/C22H34N4O4/c1-6-7-8-9-10-13-18(27)25-17-12-11-14-23-20(28)16(4)24-21(29)19(15(2)3)26(5)22(17)30/h6-10,13,15-17,19H,11-12,14H2,1-5H3,(H,23,28)(H,24,29)(H,25,27)/b7-6+,9-8+,13-10+/t16-,17-,19-/m0/s1"|"IBQPLRWXHSRNAW-VUOPYGPLSA-N"|"CC=CC=CC=CC(=O)NC1CCCNC(=O)C(NC(=O)C(N(C1=O)C)C(C)C)C"
"187980"|"Pre-sclerotiotide F"|"C20H30N4O5"|"406.221621963"|"N|"15352"|"N.I"|"InChI=1S/C20H30N4O5/c1-13(2)17-19(28)22-14(3)18(27)21-11-8-9-15(20(29)24(17)4)23-16(26)10-6-5-7-12-25/h5-7,10,12-15,17H,8-9,11H2,1-4H3,(H,21,27)(H,22,28)(H,23,26)/b7-5+,10-6+/t14-,15-,17-/m0/s1"|"UITINDVBHJVYAN-CAYPRPDESA-N"|"CC1C(=O)NCCCC(C(=O)N(C(C(=O)N1)C(C)C)C)NC(=O)C=CC=CC=O"
"187981"|"Psychrophilin F"|"C26H26N4O4"|"458.1954068346"|"N|"6028"|"N.I"|"InChI=1S/C26H26N4O4/c1-16(31)28(2)23-14-17-15-30(21-11-6-4-8-18(17)21)25(33)19-9-3-5-10-20(19)27-24(32)22-12-7-13-29(22)26(23)34/h3-6,8-11,15,22-23H,7,12-14H2,1-2H3,(H,27,32)/t22-,23-/m0/s1"|"VSOGHCWPRMMCAA-GOTSBHOMSA-N"|"CC(=O)N(C)C1CC2=CN(C3=CC=CC=C23)C(=O)C4=CC=CC=C4NC(=O)C5CCCN5C1=O"
"187982"|"Psychrophilin G"|"C26H26N4O5"|"474.1903218346"|"N|"12074"|"N.I"|"InChI=1S/C26H26N4O5/c1-15(31)28(2)22-23(32)18-14-30(20-11-6-4-8-16(18)20)25(34)17-9-3-5-10-19(17)27-24(33)21-12-7-13-29(21)26(22)35/h3-6,8-11,14,21-23,32H,7,12-13H2,1-2H3,(H,27,33)/t21-,22-,23+/m0/s1"|"IAYNRQBEAXFHSB-RJGXRXQPSA-N"|"CC(=O)N(C)C1C(C2=CN(C3=CC=CC=C32)C(=O)C4=CC=CC=C4NC(=O)C5CCCN5C1=O)O"
"187983"|"Psychrophilin H"|"C26H26N4O6"|"490.1852368346"|"N|"5870"|"N.I"|"InChI=1S/C26H26N4O6/c1-14(31)28(2)22-23(33)16-13-30(18-9-5-11-20(32)21(16)18)25(35)15-7-3-4-8-17(15)27-24(34)19-10-6-12-29(19)26(22)36/h3-5,7-9,11,13,19,22-23,32-33H,6,10,12H2,1-2H3,(H,27,34)/t19-,22-,23+/m0/s1"|"WOGFDKAZQFMVBX-AJSBUHFISA-N"|"CC(=O)N(C)C1C(C2=CN(C3=C2C(=CC=C3)O)C(=O)C4=CC=CC=C4NC(=O)C5CCCN5C1=O)O"
"187984"|"Sclerotiotide A"|"C22H34N4O4"|"418.25800709140003"|"N|"14338"|"Antifungal activity"|"InChI=1S/C22H34N4O4/c1-6-7-8-9-10-13-18(27)24-17-12-11-14-23-20(28)16(4)26(5)22(30)19(15(2)3)25-21(17)29/h6-10,13,15-17,19H,11-12,14H2,1-5H3,(H,23,28)(H,24,27)(H,25,29)/b7-6+,9-8+,13-10+/t16-,17-,19-/m0/s1"|"ZRECDKRYGORPRG-VUOPYGPLSA-N"|"CC=CC=CC=CC(=O)NC1CCCNC(=O)C(N(C(=O)C(NC1=O)C(C)C)C)C"
"187985"|"Sclerotiotide B"|"C21H34N4O4"|"406.25800709140003"|"N|"6552"|"Antifungal activity"|"InChI=1S/C21H34N4O4/c1-7-8-9-12-17(26)23-16-11-10-13-22-19(27)15(4)24(5)21(29)18(14(2)3)25(6)20(16)28/h7-9,12,14-16,18H,10-11,13H2,1-6H3,(H,22,27)(H,23,26)/b8-7+,12-9+/t15-,16+,18+/m1/s1"|"YDMIIJJQQVACFZ-WIDTXRFRSA-N"|"C\C=C\C=C\C(=O)N[C@H]1CCCNC(=O)[C@@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O"
"187986"|"Sclerotiotide C"|"C24H38N4O4"|"446.28930721980004"|"N|"1410"|"N.I"|"InChI=1S/C24H38N4O4/c1-7-8-9-10-11-15-20(29)26-19-14-12-13-16-25-22(30)18(4)27(5)24(32)21(17(2)3)28(6)23(19)31/h7-11,15,17-19,21H,12-14,16H2,1-6H3,(H,25,30)(H,26,29)/b8-7+,10-9+,15-11+/t18-,19-,21-/m0/s1"|"WTFVTPDZPCKVCO-FPSIIMKOSA-N"|"CC=CC=CC=CC(=O)NC1CCCCNC(=O)C(N(C(=O)C(N(C1=O)C)C(C)C)C)C"
"187987"|"Sclerotiotide D"|"C22H34N4O4"|"418.25800709140003"|"N|"18225"|"N.I"|"InChI=1S/C22H34N4O4/c1-6-7-8-9-10-13-18(27)25-17-12-11-14-23-20(28)16(4)24-21(29)19(15(2)3)26(5)22(17)30/h6-10,13,15-17,19H,11-12,14H2,1-5H3,(H,23,28)(H,24,29)(H,25,27)/b7-6-,9-8+,13-10+/t16-,17?,19-/m0/s1"|"IBQPLRWXHSRNAW-JWLLAZIESA-N"|" C/C=C\C=C\C=C\C(=O)NC1CCCNC(=O)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C1=O"
"187988"|"Sclerotiotide E"|"C23H36N4O4"|"432.2736571556"|"N|"14341"|"N|"InChI=1S/C23H36N4O4/c1-7-8-9-10-11-14-19(28)25-18-13-12-15-24-21(29)17(4)26(5)23(31)20(16(2)3)27(6)22(18)30/h7-11,14,16-18,20H,12-13,15H2,1-6H3,(H,24,29)(H,25,28)/b8-7-,10-9+,14-11+/t17-,18-,20-/m0/s1"|"JBIZFCHJQXSVKL-SOCMEVESSA-N"|"C\C=C/C=C/C=C/C(=O)N[C@H]1CCCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O"
"187989"|"Sclerotiotide G"|"C23H36N4O6"|"464.2634871556"|"N|"11106"|"N.I"|"InChI=1S/C23H36N4O6/c1-14(2)20-23(33)26(5)15(3)21(31)24-13-9-10-17(22(32)27(20)6)25-19(30)12-8-7-11-18(29)16(4)28/h7-8,11-12,14-17,20,28H,9-10,13H2,1-6H3,(H,24,31)(H,25,30)/b11-7+,12-8+/t15-,16?,17-,20-/m0/s1"|"PECOIDLLRXSGKX-KFVQFUFLSA-N"|"CC1C(=O)NCCCC(C(=O)N(C(C(=O)N1C)C(C)C)C)NC(=O)C=CC=CC(=O)C(C)O"
"187990"|"Sclerotiotide H,I,J and K"|"C23H38N4O6"|"466.2791372198"|"N|"N|"N.I"|"InChI=1S/C23H38N4O6/c1-14(2)20-23(33)26(5)15(3)21(31)24-13-9-10-17(22(32)27(20)6)25-19(30)12-8-7-11-18(29)16(4)28/h7-8,11-12,14-18,20,28-29H,9-10,13H2,1-6H3,(H,24,31)(H,25,30)/b11-7+,12-8+/t15-,16+,17-,18+,20-/m0/s1"|"DMCVGIKLKNPCAA-JNPMBWLGSA-N"|"CC1C(=O)NCCCC(C(=O)N(C(C(=O)N1C)C(C)C)C)NC(=O)C=CC=CC(C(C)O)O"
"187991"|"Nidulanin A"|"C34H45N5O5"|"603.3420714445"|"N|"28456"|"N.I"|"InChI=1S/C34H45N5O5/c1-8-34(6,7)39-24-17-13-12-16-23(24)27(40)19-26-30(41)35-25(18-22-14-10-9-11-15-22)31(42)37-29(21(4)5)33(44)38-28(20(2)3)32(43)36-26/h8-17,20-21,25-26,28-29,39H,1,18-19H2,2-7H3,(H,35,41)(H,36,43)(H,37,42)(H,38,44)/t25-,26+,28+,29-/m1/s1"|"LNEVFEMBQYJQGA-FUCIELGGSA-N"|"C=CC(C)(C)Nc1ccccc1C(=O)C[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC2=O)Cc3ccccc3)C(C)C)C(C)C"
"187993"|"Asperpeptide A"|"C27H31N5O7"|"537.2223509951"|"N|"14866"|"Antibacterial activity"|"InChI=1S/C27H31N5O7/c1-14-23(35)29-15(2)27(39)32-11-3-4-22(32)26(38)30-20-10-9-18(34)13-19(20)24(36)31-21(25(37)28-14)12-16-5-7-17(33)8-6-16/h5-10,13-15,21-22,33-34H,3-4,11-12H2,1-2H3,(H,28,37)(H,29,35)(H,30,38)(H,31,36)/t14-,15-,21-,22-/m0/s1"|"OZUSOFRSIVJVID-KDIGXEEGSA-N"|"CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC3=C(C=C(C=C3)O)C(=O)NC(C(=O)N1)CC4=CC=C(C=C4)O)C"
"187994"|"Clavatustide C"|"C33H53N5O5"|"599.4046717012999"|"N|"18764"|"N.I"|"InChI=1S/2C35H41N5O6.C33H53N5O5/c1-21(2)18-28-32(43)38-29(19-24-14-16-25(41)17-15-24)33(44)37-27-13-9-8-12-26(27)31(42)36-22(3)35(46)40(4)30(34(45)39-28)20-23-10-6-5-7-11-23;1-21(2)18-29-35(46)40(4)30(20-24-14-16-25(41)17-15-24)34(45)37-27-13-9-8-12-26(27)32(43)36-22(3)31(42)38-28(33(44)39-29)19-23-10-6-5-7-11-23;1-9-21(7)27-32(42)35-24(16-19(3)4)29(39)34-25(17-20(5)6)30(40)37-28(22(8)10-2)33(43)36-26(31(41)38-27)18-23-14-12-11-13-15-23/h5-17,21-22,28-30,41H,18-20H2,1-4H3,(H,36,42)(H,37,44)(H,38,43)(H,39,45);5-17,21-22,28-30,41H,18-20H2,1-4H3,(H,36,43)(H,37,45)(H,38,42)(H,39,44);11-15,19-22,24-28H,9-10,16-18H2,1-8H3,(H,34,39)(H,35,42)(H,36,43)(H,37,40)(H,38,41)/t;;21-,22-,24-,25-,26-,27-,28-/m..0/s1"|"JYMSMWSTAQWRRG-NLQRYEBNSA-N"|"CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@@H](C)CC)Cc2ccccc2)[C@@H](C)CC"
"187995"|"Cycloaspeptide B"|"C35H41N5O6"|"627.3056863161"|"N|"N|"N.I"|"InChI=1S/C35H41N5O6/c1-21(2)18-28-32(43)38-29(19-24-14-16-25(41)17-15-24)33(44)37-27-13-9-8-12-26(27)31(42)36-22(3)35(46)40(4)30(34(45)39-28)20-23-10-6-5-7-11-23/h5-17,21-22,28-30,41H,18-20H2,1-4H3,(H,36,42)(H,37,44)(H,38,43)(H,39,45)"|"CWXMRPPQPYASLD-UHFFFAOYSA-N"|"Oc1ccc(cc1)CC3C(=O)Nc4ccccc4C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(=O)N3)CC(C)C"
"187997"|"Malformin B1b"|"C23H39N5O5S2"|"529.2392632549"|"N|"17539"|"N.I"|"InChI=1S/C23H39N5O5S2/c1-11(2)7-14-20(30)26-16-9-34-35-10-17(27-21(16)31)22(32)28-18(13(5)6)23(33)25-15(8-12(3)4)19(29)24-14/h11-18H,7-10H2,1-6H3,(H,24,29)(H,25,33)(H,26,30)(H,27,31)(H,28,32)/t14-,15+,16+,17+,18-/m0/s1"|"TZODYIWCRGWHQB-TZNCUMHOSA-N"|"CC(C)CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)C)NC2=O"
"187998"|"Malformin E"|"C23H39N5O5S2"|"529.2392632549"|"N|"N|"Cytotoxic and antibiotic activity"|"InChI=1S/C23H39N5O5S2/c1-7-13(6)18-23(33)27-17(12(4)5)22(32)24-14(8-11(2)3)19(29)25-15-9-34-35-10-16(21(31)28-18)26-20(15)30/h11-18H,7-10H2,1-6H3,(H,24,32)(H,25,29)(H,26,30)(H,27,33)(H,28,31)/t13-,14-,15-,16-,17-,18+/m0/s1"|"QRZGHSFRRWDLEL-UGDFAFBOSA-N"|"C[C@@H](CC)[C@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C(C)C)CC(C)C)C(=O)N2"
"187999"|"Versicoloritide A"|"C31H37N5O5"|"559.2794711877"|"N|"15408"|"N|"InChI=1S/C31H37N5O5/c1-20-27(37)33-23(18-21-10-4-2-5-11-21)30(40)36-17-9-15-26(36)29(39)34-24(19-22-12-6-3-7-13-22)31(41)35-16-8-14-25(35)28(38)32-20/h2-7,10-13,20,23-26H,8-9,14-19H2,1H3,(H,32,38)(H,33,37)(H,34,39)/t20-,23-,24-,25-,26-/m0/s1"|"WEORCYBDFCLEEX-REVLRCOSSA-N"|"CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N3CCCC3C(=O)N1)CC4=CC=CC=C4)CC5=CC=CC=C5"
"188000"|"Versicoloritide B"|"C30H35N5O5"|"545.2638211235"|"N|"9429"|"N|"InChI=1S/C30H35N5O5/c36-26-19-31-27(37)24-13-7-15-34(24)30(40)23(18-21-11-5-2-6-12-21)33-28(38)25-14-8-16-35(25)29(39)22(32-26)17-20-9-3-1-4-10-20/h1-6,9-12,22-25H,7-8,13-19H2,(H,31,37)(H,32,36)(H,33,38)/t22-,23-,24-,25-/m0/s1"|"HOYUVNRHMGMLTE-QORCZRPOSA-N"|"C1CC2C(=O)NC(C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)N2C1)CC4=CC=CC=C4)CC5=CC=CC=C5"
"188001"|"Versicoloritide C"|"C31H37N5O6"|"575.2743861877"|"N|"11667"|"N|"InChI=1S/C31H37N5O6/c37-19-24-27(38)32-22(17-20-9-3-1-4-10-20)30(41)35-15-7-13-25(35)28(39)33-23(18-21-11-5-2-6-12-21)31(42)36-16-8-14-26(36)29(40)34-24/h1-6,9-12,22-26,37H,7-8,13-19H2,(H,32,38)(H,33,39)(H,34,40)/t22-,23-,24-,25-,26-/m0/s1"|"DNTOQRXOEOKTNW-LROMGURASA-N"|"C1CC2C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N2C1)CC4=CC=CC=C4)CC5=CC=CC=C5)CO"
"188002"|"Versicotide A"|"C25H29N5O5"|"479.21687093090003"|"N|"15125"|"N|"InChI=1S/C25H29N5O5/c1-14-24(34)29(4)15(2)21(31)28-20-13-9-7-11-18(20)25(35)30(5)16(3)22(32)27-19-12-8-6-10-17(19)23(33)26-14/h6-16H,1-5H3,(H,26,33)(H,27,32)(H,28,31)/t14-,15-,16-/m0/s1"|"SRHCZSHNDDEHKH-JYJNAYRXSA-N"|"CC1C(=O)N(C(C(=O)NC2=CC=CC=C2C(=O)N(C(C(=O)NC3=CC=CC=C3C(=O)N1)C)C)C)C"
"188003"|"Versicotide B"|"C25H29N5O5"|"479.21687093090003"|"N|"9786"|"N|"InChI=1S/C25H29N5O5/c1-14-21(31)27-20-13-9-7-11-18(20)25(35)30(5)16(3)24(34)29(4)15(2)22(32)28-19-12-8-6-10-17(19)23(33)26-14/h6-16H,1-5H3,(H,26,33)(H,27,31)(H,28,32)/t14-,15-,16-/m0/s1"|"LBRVMRVQZVQIGN-JYJNAYRXSA-N"|"CC1C(=O)NC2=CC=CC=C2C(=O)N(C(C(=O)N(C(C(=O)NC3=CC=CC=C3C(=O)N1)C)C)C)C"
"188004"|"Echinocandin C�"|"C52H81N7O15"|"1043.5790706001"|"N|"N|"Antifungal activity"|"InChI=1S/C52H81N7O15/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-40(66)53-36-27-39(65)48(70)57-50(72)44-45(67)30(2)28-59(44)52(74)42(32(4)61)55-49(71)43(38(64)25-33-21-23-34(62)24-22-33)56-47(69)37-26-35(63)29-58(37)51(73)41(31(3)60)54-46(36)68/h9-10,12-13,21-24,30-32,35-39,41-45,48,60-65,67,70H,5-8,11,14-20,25-29H2,1-4H3,(H,53,66)(H,54,68)(H,55,71)(H,56,69)(H,57,72)/b10-9-,13-12-/t30-,31+,32+,35+,36-,37-,38+,39+,41-,42-,43-,44-,45-,48+/m0/s1"|"NZZDHXBKVFENNY-YBPCKFEPSA-N"|"CCCCCC=CCC=CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(CC4=CC=C(C=C4)O)O)C(C)O)C)O)O)O"
"188005"|"Echinocandin D�"|"C52H81N7O13"|"1011.5892406001"|"N|"N|"Antifungal activity"|"InChI=1S/C52H81N7O13/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-41(65)54-38-21-20-27-53-50(70)45-46(66)32(2)30-59(45)52(72)43(34(4)61)56-49(69)44(40(64)28-35-23-25-36(62)26-24-35)57-48(68)39-29-37(63)31-58(39)51(71)42(33(3)60)55-47(38)67/h9-10,12-13,23-26,32-34,37-40,42-46,60-64,66H,5-8,11,14-22,27-31H2,1-4H3,(H,53,70)(H,54,65)(H,55,67)(H,56,69)(H,57,68)/b10-9-,13-12-/t32-,33+,34+,37+,38-,39-,40+,42-,43-,44-,45-,46-/m0/s1"|"AWKGNDBMYLFLDS-ORVOSXBPSA-N"|"CCCCCC=CCC=CCCCCCCCC(=O)NC1CCCNC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(CC4=CC=C(C=C4)O)O)C(C)O)C)O"
"188006"|"PF1171C = Similanamide"|"C34H52N6O6"|"640.3948356692001"|"N|"N|"Weak cytotoxic activity against the cancer cell lines"|"InChI=1S/C34H52N6O6/c1-19(2)17-25-30(42)38-28(21(5)6)32(44)36-24-14-10-9-13-23(24)33(45)40-16-12-11-15-26(40)34(46)39(8)27(18-20(3)4)31(43)35-22(7)29(41)37-25/h9-10,13-14,19-22,25-28H,11-12,15-18H2,1-8H3,(H,35,43)(H,36,44)(H,37,41)(H,38,42)/t22-,25-,26-,27-,28+/m0/s1"|"MFLJIVQNUIVQOL-CPFCZLQXSA-N"|"CC1C(=O)NC(C(=O)NC(C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3C(=O)N(C(C(=O)N1)CC(C)C)C)C(C)C)CC(C)C"
"188007"|"Sclerotide A"|"C37H39N7O8"|"709.2860142519"|"N|"16514"|"Antifungal activity"|"InChI=1S/C37H39N7O8/c1-20-32(47)44-31(21(2)46)37(52)42-29(17-23-18-38-26-14-8-6-12-24(23)26)35(50)40-27-15-9-7-13-25(27)33(48)43-30(19-45)36(51)41-28(34(49)39-20)16-22-10-4-3-5-11-22/h3-15,17-18,20-21,28,30-31,38,45-46H,16,19H2,1-2H3,(H,39,49)(H,40,50)(H,41,51)(H,42,52)(H,43,48)(H,44,47)/b29-17-/t20-,21+,28+,30+,31-/m0/s1"|"NDYHVWGWXSGACG-KSCFPISPSA-N"|"CC1C(=O)NC(C(=O)NC(=CC2=CNC3=CC=CC=C32)C(=O)NC4=CC=CC=C4C(=O)NC(C(=O)NC(C(=O)N1)CC5=CC=CC=C5)CO)C(C)O"
"188008"|"Sclerotide B�"|"C37H39N7O8"|"709.2860142519"|"N|"13251"|"Antifungal, antibacterial and cytotoxic activity"|"InChI=1S/C37H39N7O8/c1-20-32(47)44-31(21(2)46)37(52)42-29(17-23-18-38-26-14-8-6-12-24(23)26)35(50)40-27-15-9-7-13-25(27)33(48)43-30(19-45)36(51)41-28(34(49)39-20)16-22-10-4-3-5-11-22/h3-15,17-18,20-21,28,30-31,38,45-46H,16,19H2,1-2H3,(H,39,49)(H,40,50)(H,41,51)(H,42,52)(H,43,48)(H,44,47)/b29-17+/t20-,21+,28+,30+,31-/m0/s1"|"NDYHVWGWXSGACG-BMFOEZNISA-N"|"CC1C(=O)NC(C(=O)NC(=CC2=CNC3=CC=CC=C32)C(=O)NC4=CC=CC=C4C(=O)NC(C(=O)NC(C(=O)N1)CC5=CC=CC=C5)CO)C(C)O"
"188009"|"Versicotide C"|"C28H34N6O6"|"550.2539850914"|"N|"1701"|"N|"InChI=1S/C28H34N6O6/c1-15-27(39)33(5)17(3)23(35)32-22-14-10-8-12-20(22)26(38)30-16(2)28(40)34(6)18(4)24(36)31-21-13-9-7-11-19(21)25(37)29-15/h7-18H,1-6H3,(H,29,37)(H,30,38)(H,31,36)(H,32,35)/t15-,16-,17-,18-/m0/s1"|"ZMSUXAYRLPGMIN-XSLAGTTESA-N"|"CC1C(=O)N(C(C(=O)NC2=CC=CC=C2C(=O)NC(C(=O)N(C(C(=O)NC3=CC=CC=C3C(=O)N1)C)C)C)C)C"
"188010"|"Unguisin E"|"C41H56N8O7"|"772.4271987975999"|"N|"10521"|"N|"InChI=1S/C41H56N8O7/c1-22(2)33-39(54)45-26(7)36(51)46-31(20-28-21-43-30-17-12-11-16-29(28)30)38(53)42-19-13-18-32(50)44-25(6)37(52)47-34(23(3)4)40(55)49-35(41(56)48-33)24(5)27-14-9-8-10-15-27/h8-12,14-17,21-26,31,33-35,43H,13,18-20H2,1-7H3,(H,42,53)(H,44,50)(H,45,54)(H,46,51)(H,47,52)(H,48,56)(H,49,55)/t24-,25-,26+,31-,33-,34-,35+/m1/s1"|"NZNSTOHSZZLSNP-SRQIIJEASA-N"|"CC(C)[C@H]1NC(=O)[C@@H](C)NC(=O)CCCNC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](C)c2ccccc2)C(C)C)Cc4cnc3ccccc34"
"188011"|"Asperipin-2a�"|"C42H51N5O12"|"817.3534266371"|"N|"N|"N|"InChI=1S/C42H51N5O12/c1-22(48)33-39(53)43-21-32(50)44-31(42(56)57)20-24-9-15-28(16-10-24)58-36-26-11-17-29(18-12-26)59-37(25-5-3-2-4-6-25)35(51)41(55)45-30(19-23-7-13-27(49)14-8-23)38(52)47-34(36)40(54)46-33/h2-9,11,13-15,17,22,24,26,28-31,33-37,48-49,51H,10,12,16,18-21H2,1H3,(H,43,53)(H,44,50)(H,45,55)(H,46,54)(H,47,52)(H,56,57)/t22?,24?,26?,28?,29?,30-,31-,33-,34-,35?,36?,37?/m0/s1"|"PVXLCERFWKCGBI-IEQGTIDZSA-N"|"CC(O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)C(O)C(OC3CCC(C=C3)C2OC2CCC(C[C@H](NC(=O)CNC1=O)C(=O)O)C=C2)c1ccccc1"
"188012"|"S-Deoxyustiloxin H�"|"C24H35N5O10S"|"585.210467125"|"N|"N|"N|"InChI=1S/C24H35N5O10S/c1-5-24(3)19(22(36)27-8-16(31)32)29-20(34)10(2)28-21(35)17(26-4)18(33)11-6-14(39-24)13(30)7-15(11)40-9-12(25)23(37)38/h6-7,10,12,17-19,26,30,33H,5,8-9,25H2,1-4H3,(H,27,36)(H,28,35)(H,29,34)(H,31,32)(H,37,38)/t10-,12-,17-,18+,19+,24+/m0/s1"|"AMRYMFSKULMELO-MVVZTOHOSA-N"|"O=C(O)[C@@H](N)CSc1cc(O)c2cc1[C@@H](O)[C@H](NC)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)O)[C@@](C)(CC)O2"
"188013"|"N-Desmethylustiloxin F"|"C20H28N4O8"|"452.19071689879996"|"N|"N|"N|"InChI=1S/C20H28N4O8/c1-4-20(3)16(19(31)22-8-13(26)27)24-17(29)9(2)23-18(30)14(21)15(28)10-5-6-11(25)12(7-10)32-20/h5-7,9,14-16,25,28H,4,8,21H2,1-3H3,(H,22,31)(H,23,30)(H,24,29)(H,26,27)/t9-,14-,15+,16+,20+/m0/s1"|"PQJVGLJCCHIIRO-CCAXILSNSA-N"|"O=C(O)CNC(=O)[C@H]2NC(=O)[C@H](C)NC(=O)[C@@H](N)[C@H](O)c1ccc(O)c(c1)O[C@]2(C)CC"
"188014"|"Sydoxanthone C"|"C17H14O7S"|"362.0460264509"|"N|"2134"|"N|"InChI=1S/C17H14O7S/c1-23-17(21)15-12(25(2)22)4-3-10-14(15)16(20)13-9(19)5-8(7-18)6-11(13)24-10/h3-6,18-19H,7H2,1-2H3"|"AYCYZLASDOHFHP-UHFFFAOYSA-N"|"COC(=O)C1=C(C=CC2=C1C(=O)C3=C(C=C(C=C3O2)CO)O)S(=O)C"
"188015"|"Penicillenol A1"|"C16H27NO4"|"297.1940098667"|"N|"N|"N|"InChI=1S/C16H27NO4/c1-5-6-7-8-9-10(2)14(19)12-15(20)13(11(3)18)17(4)16(12)21/h10-11,13,18-19H,5-9H2,1-4H3"|"KWUIFAHSOVLDLQ-UHFFFAOYSA-N"|"CCCCCCC(C)C(=O)C1=C(C(N(C1=O)C)C(C)O)O"
